riscv64-linux-gnu-gcc -Wall -Werror -O -fno-omit-frame-pointer -ggdb -gdwarf-2 -MD -mcmodel=medany -ffreestanding -fno-common -nostdlib -mno-relax -I. -fno-stack-protector -D MLFQ -fno-pie -no-pie   -c -o kernel/proc.o kernel/proc.c
riscv64-linux-gnu-ld -z max-page-size=4096 -T kernel/kernel.ld -o kernel/kernel kernel/entry.o kernel/start.o kernel/console.o kernel/printf.o kernel/uart.o kernel/kalloc.o kernel/spinlock.o kernel/string.o kernel/main.o kernel/vm.o kernel/proc.o kernel/swtch.o kernel/trampoline.o kernel/trap.o kernel/syscall.o kernel/sysproc.o kernel/bio.o kernel/fs.o kernel/log.o kernel/sleeplock.o kernel/file.o kernel/pipe.o kernel/exec.o kernel/sysfile.o kernel/kernelvec.o kernel/plic.o kernel/virtio_disk.o 
riscv64-linux-gnu-objdump -S kernel/kernel > kernel/kernel.asm
riscv64-linux-gnu-objdump -t kernel/kernel | sed '1,/SYMBOL TABLE/d; s/ .* / /; /^$/d' > kernel/kernel.sym
qemu-system-riscv64 -machine virt -bios none -kernel kernel/kernel -m 128M -smp 1 -nographic -global virtio-mmio.force-legacy=false -drive file=fs.img,if=none,format=raw,id=x0 -device virtio-blk-device,drive=x0,bus=virtio-mmio-bus.0

xv6 kernel is booting

GRAPH 10 172 3 3
GRAPH 11 172 3 3
GRAPH 12 172 3 3
GRAPH 13 172 3 4
GRAPH 9 173 3 4
GRAPH 10 173 3 3
GRAPH 11 173 3 3
GRAPH 12 173 3 3
GRAPH 13 173 3 3
GRAPH 4 174 3 3
GRAPH 5 174 3 3
GRAPH 6 174 3 3
GRAPH 7 174 3 3
GRAPH 8 174 3 3
GRAPH 9 174 3 3
GRAPH 10 174 3 4
GRAPH 11 174 3 3
GRAPH 12 174 3 3
GRAPH 13 174 3 3
GRAPH 4 175 3 3
GRAPH 5 175 3 3
GRAPH 6 175 3 3
GRAPH 7 175 3 3
GRAPH 8 175 3 3
GRAPH 9 175 3 3
GRAPH 10 175 3 3
GRAPH 11 175 3 4
GRAPH 12 175 3 3
GRAPH 13 175 3 3
GRAPH 4 176 3 3
GRAPH 5 176 3 3
GRAPH 6 176 3 3
GRAPH 7 176 3 3
GRAPH 8 176 3 3
GRAPH 9 176 3 3
GRAPH 10 176 3 3
GRAPH 11 176 3 3
GRAPH 12 176 3 4
GRAPH 13 176 3 3
GRAPH 4 177 3 3
GRAPH 5 177 3 3
GRAPH 6 177 3 3
GRAPH 7 177 3 3
GRAPH 8 177 3 3
GRAPH 9 177 3 3
GRAPH 10 177 3 3
GRAPH 11 177 3 3
GRAPH 12 177 3 3
GRAPH 13 177 3 4
GRAPH 9 178 0 4
GRAPH 10 178 0 3
GRAPH 11 178 0 3
GRAPH 12 178 0 3
GRAPH 13 178 0 3
GRAPH 4 179 1 3
GRAPH 5 179 1 3
GRAPH 6 179 1 3
GRAPH 7 179 1 3
GRAPH 8 179 1 3
GRAPH 9 179 1 3
GRAPH 10 179 0 4
GRAPH 11 179 0 3
GRAPH 12 179 0 3
GRAPH 13 179 0 3
GRAPH 4 180 1 3
GRAPH 5 180 1 3
GRAPH 6 180 1 3
GRAPH 7 180 1 3
GRAPH 8 180 1 3
GRAPH 9 180 1 3
GRAPH 10 180 1 3
GRAPH 11 180 0 4
GRAPH 12 180 0 3
GRAPH 13 180 0 3
GRAPH 4 181 1 3
GRAPH 5 181 1 3
GRAPH 6 181 1 3
GRAPH 7 181 1 3
GRAPH 8 181 1 3
GRAPH 9 181 1 3
GRAPH 10 181 1 3
GRAPH 11 181 1 3
GRAPH 12 181 0 4
GRAPH 13 181 0 3
GRAPH 4 182 1 3
GRAPH 5 182 1 3
GRAPH 6 182 1 3
GRAPH 7 182 1 3
GRAPH 8 182 1 3
GRAPH 9 182 1 3
GRAPH 10 182 1 3
GRAPH 11 182 1 3
GRAPH 12 182 1 3
GRAPH 13 182 0 4
GRAPH 9 183 1 4
GRAPH 10 183 1 3
GRAPH 11 183 1 3
GRAPH 12 183 1 3
GRAPH 13 183 1 3
GRAPH 4 184 2 3
GRAPH 5 184 2 3
GRAPH 6 184 2 3
GRAPH 7 184 2 3
GRAPH 8 184 2 3
GRAPH 9 184 2 3
GRAPH 10 184 1 4
GRAPH 11 184 1 3
GRAPH 12 184 1 3
GRAPH 13 184 1 3
GRAPH 4 185 2 3
GRAPH 5 185 2 3
GRAPH 6 185 2 3
GRAPH 7 185 2 3
GRAPH 8 185 2 3
GRAPH 9 185 2 3
GRAPH 10 185 2 3
GRAPH 11 185 1 4
GRAPH 12 185 1 3
GRAPH 13 185 1 3
GRAPH 4 186 2 3
GRAPH 5 186 2 3
GRAPH 6 186 2 3
GRAPH 7 186 2 3
GRAPH 8 186 2 3
GRAPH 9 186 2 3
GRAPH 10 186 2 3
GRAPH 11 186 2 3
GRAPH 12 186 1 4
GRAPH 13 186 1 3
GRAPH 4 187 2 3
GRAPH 5 187 2 3
GRAPH 6 187 2 3
GRAPH 7 187 2 3
GRAPH 8 187 2 3
GRAPH 9 187 2 3
GRAPH 10 187 2 3
GRAPH 11 187 2 3
GRAPH 12 187 2 3
GRAPH 13 187 1 4
GRAPH 9 188 2 4
GRAPH 10 188 2 3
GRAPH 11 188 2 3
GRAPH 12 188 2 3
GRAPH 13 188 2 3
GRAPH 4 189 3 3
GRAPH 5 189 3 3
GRAPH 6 189 3 3
GRAPH 7 189 3 3
GRAPH 8 189 3 3
GRAPH 9 189 3 3
GRAPH 10 189 2 4
GRAPH 11 189 2 3
GRAPH 12 189 2 3
GRAPH 13 189 2 3
GRAPH 4 190 3 3
GRAPH 5 190 3 3
GRAPH 6 190 3 3
GRAPH 7 190 3 3
GRAPH 8 190 3 3
GRAPH 9 190 3 3
GRAPH 10 190 3 3
GRAPH 11 190 2 4
GRAPH 12 190 2 3
GRAPH 13 190 2 3
GRAPH 4 191 3 3
GRAPH 5 191 3 3
GRAPH 6 191 3 3
GRAPH 7 191 3 3
GRAPH 8 191 3 3
GRAPH 9 191 3 3
GRAPH 10 191 3 3
GRAPH 11 191 3 3
GRAPH 12 191 2 4
GRAPH 13 191 2 3
GRAPH 4 192 3 3
GRAPH 5 192 3 3
GRAPH 6 192 3 3
GRAPH 7 192 3 3
GRAPH 8 192 3 3
GRAPH 9 192 3 3
GRAPH 10 192 3 3
GRAPH 11 192 3 3
GRAPH 12 192 3 3
GRAPH 13 192 2 4
GRAPH 9 193 3 4
GRAPH 10 193 3 3
GRAPH 11 193 3 3
GRAPH 12 193 3 3
GRAPH 13 193 3 3
GRAPH 4 194 3 3
GRAPH 5 194 3 3
GRAPH 6 194 3 3
GRAPH 7 194 3 3
GRAPH 8 194 3 3
GRAPH 9 194 3 3
GRAPH 10 194 3 4
GRAPH 11 194 3 3
GRAPH 12 194 3 3
GRAPH 13 194 3 3
GRAPH 4 195 3 3
GRAPH 5 195 3 3
GRAPH 6 195 3 3
GRAPH 7 195 3 3
GRAPH 8 195 3 3
GRAPH 9 195 3 3
GRAPH 10 195 3 3
GRAPH 11 195 3 4
GRAPH 12 195 3 3
GRAPH 13 195 3 3
GRAPH 4 196 3 3
GRAPH 5 196 3 3
GRAPH 6 196 3 3
GRAPH 7 196 3 3
GRAPH 8 196 3 3
GRAPH 9 196 3 3
GRAPH 10 196 3 3
GRAPH 11 196 3 3
GRAPH 12 196 3 4
GRAPH 13 196 3 3
GRAPH 4 197 3 3
GRAPH 5 197 3 3
GRAPH 6 197 3 3
GRAPH 7 197 3 3
GRAPH 8 197 3 3
GRAPH 9 197 3 3
GRAPH 10 197 3 3
GRAPH 11 197 3 3
GRAPH 12 197 3 3
GRAPH 13 197 3 4
GRAPH 9 198 3 4
GRAPH 10 198 3 3
GRAPH 11 198 3 3
GRAPH 12 198 3 3
GRAPH 13 198 3 3
GRAPH 4 199 3 3
GRAPH 5 199 3 3
GRAPH 6 199 3 3
GRAPH 7 199 3 3
GRAPH 8 199 3 3
GRAPH 9 199 3 3
GRAPH 10 199 3 4
GRAPH 11 199 3 3
GRAPH 12 199 3 3
GRAPH 13 199 3 3
GRAPH 4 200 3 3
GRAPH 5 200 3 3
GRAPH 6 200 3 3
GRAPH 7 200 3 3
GRAPH 8 200 3 3
GRAPH 9 200 3 3
GRAPH 10 200 3 3
GRAPH 11 200 3 4
GRAPH 12 200 3 3
GRAPH 13 200 3 3
GRAPH 4 201 3 3
GRAPH 5 201 3 3
GRAPH 6 201 3 3
GRAPH 7 201 3 3
GRAPH 8 201 3 3
GRAPH 9 201 3 3
GRAPH 10 201 3 3
GRAPH 11 201 3 3
GRAPH 12 201 3 4
GRAPH 13 201 3 3
GRAPH 4 202 3 3
GRAPH 5 202 3 3
GRAPH 6 202 3 3
GRAPH 7 202 3 3
GRAPH 8 202 3 3
GRAPH 9 202 3 3
GRAPH 10 202 3 3
GRAPH 11 202 3 3
GRAPH 12 202 3 3
GRAPH 13 202 3 4
GRAPH 9 203 0 4
GRAPH 10 203 0 3
GRAPH 11 203 0 3
GRAPH 12 203 0 3
GRAPH 13 203 0 3
GRAPH 4 204 1 3
GRAPH 5 204 1 3
GRAPH 6 204 1 3
GRAPH 7 204 1 3
GRAPH 8 204 1 3
GRAPH 9 204 1 3
GRAPH 10 204 0 4
GRAPH 11 204 0 3
GRAPH 12 204 0 3
GRAPH 13 204 0 3
GRAPH 4 205 1 3
GRAPH 5 205 1 3
GRAPH 6 205 1 3
GRAPH 7 205 1 3
GRAPH 8 205 1 3
GRAPH 9 205 1 3
GRAPH 10 205 1 3
GRAPH 11 205 0 4
GRAPH 12 205 0 3
GRAPH 13 205 0 3
GRAPH 4 206 1 3
GRAPH 5 206 1 3
GRAPH 6 206 1 3
GRAPH 7 206 1 3
GRAPH 8 206 1 3
GRAPH 9 206 1 3
GRAPH 10 206 1 3
GRAPH 11 206 1 3
GRAPH 12 206 0 4
GRAPH 13 206 0 3
GRAPH 4 207 1 3
GRAPH 5 207 1 3
GRAPH 6 207 1 3
GRAPH 7 207 1 3
GRAPH 8 207 1 3
GRAPH 9 207 1 3
GRAPH 10 207 1 3
GRAPH 11 207 1 3
GRAPH 12 207 1 3
GRAPH 13 207 0 4
GRAPH 9 208 1 4
GRAPH 10 208 1 3
GRAPH 11 208 1 3
GRAPH 12 208 1 3
GRAPH 13 208 1 3
GRAPH 4 209 2 3
GRAPH 5 209 2 3
GRAPH 6 209 2 3
GRAPH 7 209 2 3
GRAPH 8 209 2 3
GRAPH 9 209 2 3
GRAPH 10 209 1 4
GRAPH 11 209 1 3
GRAPH 12 209 1 3
GRAPH 13 209 1 3
GRAPH 4 210 2 3
GRAPH 5 210 2 3
GRAPH 6 210 2 3
GRAPH 7 210 2 3
GRAPH 8 210 2 3
GRAPH 9 210 2 3
GRAPH 10 210 2 3
GRAPH 11 210 1 4
GRAPH 12 210 1 3
GRAPH 13 210 1 3
GRAPH 4 211 2 3
GRAPH 5 211 2 3
GRAPH 6 211 2 3
GRAPH 7 211 2 3
GRAPH 8 211 2 3
GRAPH 9 211 2 3
GRAPH 10 211 2 3
GRAPH 11 211 2 3
GRAPH 12 211 1 4
GRAPH 13 211 1 3
GRAPH 4 212 2 3
GRAPH 5 212 2 3
GRAPH 6 212 2 3
GRAPH 7 212 2 3
GRAPH 8 212 2 3
GRAPH 9 212 2 3
GRAPH 10 212 2 3
GRAPH 11 212 2 3
GRAPH 12 212 2 3
GRAPH 13 212 1 4
GRAPH 9 213 2 4
GRAPH 10 213 2 3
GRAPH 11 213 2 3
GRAPH 12 213 2 3
GRAPH 13 213 2 3
GRAPH 4 214 3 3
GRAPH 5 214 3 3
GRAPH 6 214 3 3
GRAPH 7 214 3 3
GRAPH 8 214 3 3
GRAPH 9 214 3 3
GRAPH 10 214 2 4
GRAPH 11 214 2 3
GRAPH 12 214 2 3
GRAPH 13 214 2 3
GRAPH 4 215 3 3
GRAPH 5 215 3 3
GRAPH 6 215 3 3
GRAPH 7 215 3 3
GRAPH 8 215 3 3
GRAPH 9 215 3 3
GRAPH 10 215 3 3
GRAPH 11 215 2 4
GRAPH 12 215 2 3
GRAPH 13 215 2 3
GRAPH 4 216 3 3
GRAPH 5 216 3 3
GRAPH 6 216 3 3
GRAPH 7 216 3 3
GRAPH 8 216 3 3
GRAPH 9 216 3 3
GRAPH 10 216 3 3
GRAPH 11 216 3 3
GRAPH 12 216 2 4
GRAPH 13 216 2 3
GRAPH 4 217 3 3
GRAPH 5 217 3 3
GRAPH 6 217 3 3
GRAPH 7 217 3 3
GRAPH 8 217 3 3
GRAPH 9 217 3 3
GRAPH 10 217 3 3
GRAPH 11 217 3 3
GRAPH 12 217 3 3
GRAPH 13 217 2 4
GRAPH 9 218 3 4
GRAPH 10 218 3 3
GRAPH 11 218 3 3
GRAPH 12 218 3 3
GRAPH 13 218 3 3
GRAPH 4 219 3 3
GRAPH 5 219 3 3
GRAPH 6 219 3 3
GRAPH 7 219 3 3
GRAPH 8 219 3 3
GRAPH 9 219 3 3
GRAPH 10 219 3 4
GRAPH 11 219 3 3
GRAPH 12 219 3 3
GRAPH 13 219 3 3
GRAPH 4 220 3 3
GRAPH 5 220 3 3
GRAPH 6 220 3 3
GRAPH 7 220 3 3
GRAPH 8 220 3 3
GRAPH 9 220 3 3
GRAPH 10 220 3 3
GRAPH 11 220 3 4
GRAPH 12 220 3 3
GRAPH 13 220 3 3
GRAPH 4 221 3 3
GRAPH 5 221 3 3
GRAPH 6 221 3 3
GRAPH 7 221 3 3
GRAPH 8 221 3 3
GRAPH 9 221 3 3
GRAPH 10 221 3 3
GRAPH 11 221 3 3
GRAPH 12 221 3 4
GRAPH 13 221 3 3
GRAPH 4 222 3 3
GRAPH 5 222 3 3
GRAPH 6 222 3 3
GRAPH 7 222 3 3
GRAPH 8 222 3 3
GRAPH 9 222 3 3
GRAPH 10 222 3 3
GRAPH 11 222 3 3
GRAPH 12 222 3 3
GRAPH 13 222 3 4
GRAPH 9 223 3 4
GRAPH 10 223 3 3
GRAPH 11 223 3 3
GRAPH 12 223 3 3
GRAPH 13 223 3 3
GRAPH 4 224 3 3
GRAPH 5 224 3 3
GRAPH 6 224 3 3
GRAPH 7 224 3 3
GRAPH 8 224 3 3
GRAPH 9 224 3 3
GRAPH 10 224 3 4
GRAPH 11 224 3 3
GRAPH 12 224 3 3
GRAPH 13 224 3 3
GRAPH 4 225 3 3
GRAPH 5 225 3 3
GRAPH 6 225 3 3
GRAPH 7 225 3 3
GRAPH 8 225 3 3
GRAPH 9 225 3 3
GRAPH 10 225 3 3
GRAPH 11 225 3 4
GRAPH 12 225 3 3
GRAPH 13 225 3 3
GRAPH 4 226 3 3
GRAPH 5 226 3 3
GRAPH 6 226 3 3
GRAPH 7 226 3 3
GRAPH 8 226 3 3
GRAPH 9 226 3 3
GRAPH 10 226 3 3
GRAPH 11 226 3 3
GRAPH 12 226 3 4
GRAPH 13 226 3 3
GRAPH 4 227 3 3
GRAPH 5 227 3 3
GRAPH 6 227 3 3
GRAPH 7 227 3 3
GRAPH 8 227 3 3
GRAPH 9 227 3 3
GRAPH 10 227 3 3
GRAPH 11 227 3 3
GRAPH 12 227 3 3
GRAPH 13 227 3 4
GRAPH 9 228 0 4
GRAPH 10 228 0 3
GRAPH 11 228 0 3
GRAPH 12 228 0 3
GRAPH 13 228 0 3
GRAPH 4 229 1 3
GRAPH 5 229 1 3
GRAPH 6 229 1 3
GRAPH 7 229 1 3
GRAPH 8 229 1 3
GRAPH 9 229 1 3
GRAPH 10 229 0 4
GRAPH 11 229 0 3
GRAPH 12 229 0 3
GRAPH 13 229 0 3
GRAPH 4 230 1 3
GRAPH 5 230 1 3
GRAPH 6 230 1 3
GRAPH 7 230 1 3
GRAPH 8 230 1 3
GRAPH 9 230 1 3
GRAPH 10 230 1 3
GRAPH 11 230 0 4
GRAPH 12 230 0 3
GRAPH 13 230 0 3
GRAPH 4 231 1 3
GRAPH 5 231 1 3
GRAPH 6 231 1 3
GRAPH 7 231 1 3
GRAPH 8 231 1 3
GRAPH 9 231 1 3
GRAPH 10 231 1 3
GRAPH 11 231 1 3
GRAPH 12 231 0 4
GRAPH 13 231 0 3
GRAPH 4 232 1 3
GRAPH 5 232 1 3
GRAPH 6 232 1 3
GRAPH 7 232 1 3
GRAPH 8 232 1 3
GRAPH 9 232 1 3
GRAPH 10 232 1 3
GRAPH 11 232 1 3
GRAPH 12 232 1 3
GRAPH 13 232 0 4
GRAPH 9 233 1 4
GRAPH 10 233 1 3
GRAPH 11 233 1 3
GRAPH 12 233 1 3
GRAPH 13 233 1 3
GRAPH 4 234 2 3
GRAPH 5 234 2 3
GRAPH 6 234 2 3
GRAPH 7 234 2 3
GRAPH 8 234 2 3
GRAPH 9 234 2 3
GRAPH 10 234 1 4
GRAPH 11 234 1 3
GRAPH 12 234 1 3
GRAPH 13 234 1 3
GRAPH 4 235 2 3
GRAPH 5 235 2 3
GRAPH 6 235 2 3
GRAPH 7 235 2 3
GRAPH 8 235 2 3
GRAPH 9 235 2 3
GRAPH 10 235 2 3
GRAPH 11 235 1 4
GRAPH 12 235 1 3
GRAPH 13 235 1 3
GRAPH 4 236 2 3
GRAPH 5 236 2 3
GRAPH 6 236 2 3
GRAPH 7 236 2 3
GRAPH 8 236 2 3
GRAPH 9 236 2 3
GRAPH 10 236 2 3
GRAPH 11 236 2 3
GRAPH 12 236 1 4
GRAPH 13 236 1 3
GRAPH 4 237 2 3
GRAPH 5 237 2 3
GRAPH 6 237 2 3
GRAPH 7 237 2 3
GRAPH 8 237 2 3
GRAPH 9 237 2 3
GRAPH 10 237 2 3
GRAPH 11 237 2 3
GRAPH 12 237 2 3
GRAPH 13 237 1 4
GRAPH 9 238 2 4
GRAPH 10 238 2 3
GRAPH 11 238 2 3
GRAPH 12 238 2 3
GRAPH 13 238 2 3
GRAPH 4 239 3 3
GRAPH 5 239 3 3
GRAPH 6 239 3 3
GRAPH 7 239 3 3
GRAPH 8 239 3 3
GRAPH 9 239 3 3
GRAPH 10 239 2 4
GRAPH 11 239 2 3
GRAPH 12 239 2 3
GRAPH 13 239 2 3
GRAPH 4 240 3 3
GRAPH 5 240 3 3
GRAPH 6 240 3 3
GRAPH 7 240 3 3
GRAPH 8 240 3 3
GRAPH 9 240 3 3
GRAPH 10 240 3 3
GRAPH 11 240 2 4
GRAPH 12 240 2 3
GRAPH 13 240 2 3
GRAPH 4 241 3 3
GRAPH 5 241 3 3
GRAPH 6 241 3 3
GRAPH 7 241 3 3
GRAPH 8 241 3 3
GRAPH 9 241 3 3
GRAPH 10 241 3 3
GRAPH 11 241 3 3
GRAPH 12 241 2 4
GRAPH 13 241 2 3
GRAPH 4 242 3 3
GRAPH 5 242 3 3
GRAPH 6 242 3 3
GRAPH 7 242 3 3
GRAPH 8 242 3 3
GRAPH 9 242 3 3
GRAPH 10 242 3 3
GRAPH 11 242 3 3
GRAPH 12 242 3 3
GRAPH 13 242 2 4
GRAPH 9 243 3 4
GRAPH 10 243 3 3
GRAPH 11 243 3 3
GRAPH 12 243 3 3
GRAPH 13 243 3 3
GRAPH 4 244 3 3
GRAPH 5 244 3 3
GRAPH 6 244 3 3
GRAPH 7 244 3 3
GRAPH 8 244 3 3
GRAPH 9 244 3 3
GRAPH 10 244 3 4
GRAPH 11 244 3 3
GRAPH 12 244 3 3
GRAPH 13 244 3 3
GRAPH 4 245 3 3
GRAPH 5 245 3 3
GRAPH 6 245 3 3
GRAPH 7 245 3 3
GRAPH 8 245 3 3
GRAPH 9 245 3 3
GRAPH 10 245 3 3
GRAPH 11 245 3 4
GRAPH 12 245 3 3
GRAPH 13 245 3 3
GRAPH 4 246 3 3
GRAPH 5 246 3 3
GRAPH 6 246 3 3
GRAPH 7 246 3 3
GRAPH 8 246 3 3
GRAPH 9 246 3 3
GRAPH 10 246 3 3
GRAPH 11 246 3 3
GRAPH 12 246 3 4
GRAPH 13 246 3 3
GRAPH 4 247 3 3
GRAPH 5 247 3 3
GRAPH 6 247 3 3
GRAPH 7 247 3 3
GRAPH 8 247 3 3
GRAPH 9 247 3 3
GRAPH 10 247 3 3
GRAPH 11 247 3 3
GRAPH 12 247 3 3
GRAPH 13 247 3 4
GRAPH 9 248 3 4
GRAPH 10 248 3 3
GRAPH 11 248 3 3
GRAPH 12 248 3 3
GRAPH 13 248 3 3
GRAPH 4 249 3 3
GRAPH 5 249 3 3
GRAPH 6 249 3 3
GRAPH 7 249 3 3
GRAPH 8 249 3 3
GRAPH 9 249 3 3
GRAPH 10 249 3 4
GRAPH 11 249 3 3
GRAPH 12 249 3 3
GRAPH 13 249 3 3
GRAPH 4 250 3 3
GRAPH 5 250 3 3
GRAPH 6 250 3 3
GRAPH 7 250 3 3
GRAPH 8 250 3 3
GRAPH 9 250 3 3
GRAPH 10 250 3 3
GRAPH 11 250 3 4
GRAPH 12 250 3 3
GRAPH 13 250 3 3
GRAPH 4 251 3 3
GRAPH 5 251 3 3
GRAPH 6 251 3 3
GRAPH 7 251 3 3
GRAPH 8 251 3 3
GRAPH 9 251 3 3
GRAPH 10 251 3 3
GRAPH 11 251 3 3
GRAPH 12 251 3 4
GRAPH 13 251 3 3
GRAPH 4 252 3 3
GRAPH 5 252 3 3
GRAPH 6 252 3 3
GRAPH 7 252 3 3
GRAPH 8 252 3 3
GRAPH 9 252 3 3
GRAPH 10 252 3 3
GRAPH 11 252 3 3
GRAPH 12 252 3 3
GRAPH 13 252 3 4
GRAPH 9 253 0 4
GRAPH 10 253 0 3
GRAPH 11 253 0 3
GRAPH 12 253 0 3
GRAPH 13 253 0 3
GRAPH 4 254 1 3
GRAPH 5 254 1 3
GRAPH 6 254 1 3
GRAPH 7 254 1 3
GRAPH 8 254 1 3
GRAPH 9 254 1 3
GRAPH 10 254 0 4
GRAPH 11 254 0 3
GRAPH 12 254 0 3
GRAPH 13 254 0 3
GRAPH 4 255 1 3
GRAPH 5 255 1 3
GRAPH 6 255 1 3
GRAPH 7 255 1 3
GRAPH 8 255 1 3
GRAPH 9 255 1 3
GRAPH 10 255 1 3
GRAPH 11 255 0 4
GRAPH 12 255 0 3
GRAPH 13 255 0 3
GRAPH 4 256 1 3
GRAPH 5 256 1 3
GRAPH 6 256 1 3
GRAPH 7 256 1 3
GRAPH 8 256 1 3
GRAPH 9 256 1 3
GRAPH 10 256 1 3
GRAPH 11 256 1 3
GRAPH 12 256 0 4
GRAPH 13 256 0 3
GRAPH 4 257 1 3
GRAPH 5 257 1 3
GRAPH 6 257 1 3
GRAPH 7 257 1 3
GRAPH 8 257 1 3
GRAPH 9 257 1 3
GRAPH 10 257 1 3
GRAPH 11 257 1 3
GRAPH 12 257 1 3
GRAPH 13 257 0 4
GRAPH 9 258 1 4
GRAPH 10 258 1 3
GRAPH 11 258 1 3
GRAPH 12 258 1 3
GRAPH 13 258 1 3
GRAPH 4 259 2 3
GRAPH 5 259 2 3
GRAPH 6 259 2 3
GRAPH 7 259 2 3
GRAPH 8 259 2 3
GRAPH 9 259 2 3
GRAPH 10 259 1 4
GRAPH 11 259 1 3
GRAPH 12 259 1 3
GRAPH 13 259 1 3
GRAPH 4 260 2 3
GRAPH 5 260 2 3
GRAPH 6 260 2 3
GRAPH 7 260 2 3
GRAPH 8 260 2 3
GRAPH 9 260 2 3
GRAPH 10 260 2 3
GRAPH 11 260 1 4
GRAPH 12 260 1 3
GRAPH 13 260 1 3
GRAPH 4 261 2 3
GRAPH 5 261 2 3
GRAPH 6 261 2 3
GRAPH 7 261 2 3
GRAPH 8 261 2 3
GRAPH 9 261 2 3
GRAPH 10 261 2 3
GRAPH 11 261 2 3
GRAPH 12 261 1 4
GRAPH 13 261 1 3
GRAPH 4 262 2 3
GRAPH 5 262 2 3
GRAPH 6 262 2 3
GRAPH 7 262 2 3
GRAPH 8 262 2 3
GRAPH 9 262 2 3
GRAPH 10 262 2 3
GRAPH 11 262 2 3
GRAPH 12 262 2 3
GRAPH 13 262 1 4
GRAPH 9 263 2 4
GRAPH 10 263 2 3
GRAPH 11 263 2 3
GRAPH 12 263 2 3
GRAPH 13 263 2 3
GRAPH 4 264 3 3
GRAPH 5 264 3 3
GRAPH 6 264 3 3
GRAPH 7 264 3 3
GRAPH 8 264 3 3
GRAPH 9 264 3 3
GRAPH 10 264 2 4
GRAPH 11 264 2 3
GRAPH 12 264 2 3
GRAPH 13 264 2 3
GRAPH 4 265 3 3
GRAPH 5 265 3 3
GRAPH 6 265 3 3
GRAPH 7 265 3 3
GRAPH 8 265 3 3
GRAPH 9 265 3 3
GRAPH 10 265 3 3
GRAPH 11 265 2 4
GRAPH 12 265 2 3
GRAPH 13 265 2 3
GRAPH 4 266 3 3
GRAPH 5 266 3 3
GRAPH 6 266 3 3
GRAPH 7 266 3 3
GRAPH 8 266 3 3
GRAPH 9 266 3 3
GRAPH 10 266 3 3
GRAPH 11 266 3 3
GRAPH 12 266 2 4
GRAPH 13 266 2 3
GRAPH 4 267 3 3
GRAPH 5 267 3 3
GRAPH 6 267 3 3
GRAPH 7 267 3 3
GRAPH 8 267 3 3
GRAPH 9 267 3 3
GRAPH 10 267 3 3
GRAPH 11 267 3 3
GRAPH 12 267 3 3
GRAPH 13 267 2 4
GRAPH 9 268 3 4
GRAPH 10 268 3 3
GRAPH 11 268 3 3
GRAPH 12 268 3 3
GRAPH 13 268 3 3
GRAPH 4 269 3 3
GRAPH 5 269 3 3
GRAPH 6 269 3 3
GRAPH 7 269 3 3
GRAPH 8 269 3 3
GRAPH 9 269 3 3
GRAPH 10 269 3 4
GRAPH 11 269 3 3
GRAPH 12 269 3 3
GRAPH 13 269 3 3
GRAPH 4 270 3 3
GRAPH 5 270 3 3
GRAPH 6 270 3 3
GRAPH 7 270 3 3
GRAPH 8 270 3 3
GRAPH 9 270 3 3
GRAPH 10 270 3 3
GRAPH 11 270 3 4
GRAPH 12 270 3 3
GRAPH 13 270 3 3
GRAPH 4 271 3 3
GRAPH 5 271 3 3
GRAPH 6 271 3 3
GRAPH 7 271 3 3
GRAPH 8 271 3 3
GRAPH 9 271 3 3
GRAPH 10 271 3 3
GRAPH 11 271 3 3
GRAPH 12 271 3 4
GRAPH 13 271 3 3
GRAPH 4 272 3 3
GRAPH 5 272 3 3
GRAPH 6 272 3 3
GRAPH 7 272 3 3
GRAPH 8 272 3 3
GRAPH 9 272 3 3
GRAPH 10 272 3 3
GRAPH 11 272 3 3
GRAPH 12 272 3 3
GRAPH 13 272 3 4
GRAPH 9 273 3 4
GRAPH 10 273 3 3
GRAPH 11 273 3 3
GRAPH 12 273 3 3
GRAPH 13 273 3 3
GRAPH 4 274 3 3
GRAPH 5 274 3 3
GRAPH 6 274 3 3
GRAPH 7 274 3 3
GRAPH 8 274 3 3
GRAPH 9 274 3 3
GRAPH 10 274 3 4
GRAPH 11 274 3 3
GRAPH 12 274 3 3
GRAPH 13 274 3 3
GRAPH 4 275 3 3
GRAPH 5 275 3 3
GRAPH 6 275 3 3
GRAPH 7 275 3 3
GRAPH 8 275 3 3
GRAPH 9 275 3 3
GRAPH 10 275 3 3
GRAPH 11 275 3 4
GRAPH 12 275 3 3
GRAPH 13 275 3 3
GRAPH 4 276 3 3
GRAPH 5 276 3 3
GRAPH 6 276 3 3
GRAPH 7 276 3 3
GRAPH 8 276 3 3
GRAPH 9 276 3 3
GRAPH 10 276 3 3
GRAPH 11 276 3 3
GRAPH 12 276 3 4
GRAPH 13 276 3 3
GRAPH 4 277 3 3
GRAPH 5 277 3 3
GRAPH 6 277 3 3
GRAPH 7 277 3 3
GRAPH 8 277 3 3
GRAPH 9 277 3 3
GRAPH 10 277 3 3
GRAPH 11 277 3 3
GRAPH 12 277 3 3
GRAPH 13 277 3 4
GRAPH 9 278 0 4
GRAPH 10 278 0 3
GRAPH 11 278 0 3
GRAPH 12 278 0 3
